ONDEX-ID	ACCESSION	GENE NAME	CHRO	START	TAXID	SCORE	USER	QTL	EVIDENCE
11505	TRIAE_CS42_2DL_TGACv1_158777_AA0526030	F3H	2D	71406	4565	4.35	yes		Path//leucopelargonidin and leucocy...//flavonoid biosynthesis//flavonoid biosynthesis (in eq...||MolFunc//flavone synthase I//flavonol synthase activity||Gene//FLS1||BioProc//response to karrikin//flavonoid formation||Publication//PMID:23473981//PMID:18998159//PMID:21427279//PMID:16384906//PMID:12782296//PMID:18657430//PMID:19433090//PMID:21385724//PMID:15821875//PMID:12271060//PMID:16618519//PMID:23125348//PMID:11524111//PMID:8193299//PMID:25509865//PMID:20457455//PMID:20357139//PMID:12384577//PMID:23216753//PMID:12126705//PMID:25932661//PMID:16387852//PMID:18413994//PMID:18467451//PMID:25502410//PMID:23568509//PMID:16094442//PMID:23925404//PMID:20059741//PMID:18700978//PMID:8528278//PMID:17719613//PMID:22101053//PMID:17629496//PMID:19129166//PMID:20351290//PMID:10536025//PMID:10394944//PMID:11903972//PMID:9112784//PMID:15923334//PMID:21669202//PMID:18726614//PMID:15913674//PMID:22947320//PMID:21502189//PMID:21977025||TO//seed coat color//flower color||Reaction//NARINGENIN-3-DIOXYGENASE-RXN||Protein//Q7XZQ8
602925	TRIAE_CS42_2AS_TGACv1_112825_AA0345780	CHS	2A	16806	4565	2.98	yes		Path//flavonoid biosynthesis//flavonoid biosynthesis (in eq...||Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1//FLS3||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation//embryo development ending in ...||Publication//PMID:23473981//PMID:17557805//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:11136235//PMID:18775970//PMID:15053760//PMID:19433090//PMID:15208397//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:14617075//PMID:15821875//PMID:12271060//PMID:8672888//PMID:22249996//PMID:17237352//PMID:10677434//PMID:23125348//PMID:16489132//PMID:22644767//PMID:8193299//PMID:20457455//PMID:12384577//PMID:17545222//PMID:23216753//PMID:12126705//PMID:16387852//PMID:17419845//PMID:11080303//PMID:19895401//PMID:18467451//PMID:25502410//PMID:27481288//PMID:23568509//PMID:16094442//PMID:20511296//PMID:22080602//PMID:19276109//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:18359840//PMID:20351290//PMID:15185374//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:15100399//PMID:9112784//PMID:19704584//PMID:15923334//PMID:21669202//PMID:12297632//PMID:10987549//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:21502189||TO//seed coat color//pericarp color//flower color//seed dormancy||Reaction//NARINGENIN-CHALCONE-SYNTHASE-...
7114	TRIAE_CS42_2BL_TGACV1_129730_AA0393980	CHS	2B	42614	4565	2.96	yes		Path//flavonoid biosynthesis//flavonoid biosynthesis (in eq...||Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1//FLS3||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation//embryo development ending in ...||Publication//PMID:23473981//PMID:17557805//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:11136235//PMID:18775970//PMID:15053760//PMID:19433090//PMID:15208397//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:14617075//PMID:15821875//PMID:12271060//PMID:8672888//PMID:22249996//PMID:17237352//PMID:10677434//PMID:23125348//PMID:16489132//PMID:22644767//PMID:8193299//PMID:20457455//PMID:12384577//PMID:17545222//PMID:23216753//PMID:12126705//PMID:16387852//PMID:17419845//PMID:11080303//PMID:19895401//PMID:18467451//PMID:25502410//PMID:27481288//PMID:23568509//PMID:16094442//PMID:20511296//PMID:22080602//PMID:19276109//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:18359840//PMID:20351290//PMID:15185374//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:15100399//PMID:9112784//PMID:19704584//PMID:15923334//PMID:21669202//PMID:12297632//PMID:10987549//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:21502189||TO//seed coat color//pericarp color//flower color//seed dormancy||Reaction//NARINGENIN-CHALCONE-SYNTHASE-...
612606	TRIAE_CS42_3B_TGACv1_227124_AA0821530	MFT	3B	5537	4565	2.96	yes		Phenotype//DECREASED RATE OF GERMINATION...//DECREASED GERMINATION WHEN GR...||BioProc//upregulation of seed germinat...||Publication//PMID:21896881//PMID:20551347//PMID:20935478//PMID:25931984//PMID:22128331//PMID:24932489//PMID:23754415//PMID:23590427||TO//seed dormancy//seed maturation||Protein//Q9XFK7
575567	TRIAE_CS42_2BS_TGACv1_147037_AA0477000	CHS	2B	47657	4565	2.46	yes		Path//flavonoid biosynthesis//flavonoid biosynthesis (in eq...||Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1//FLS3||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation//embryo development ending in ...||Publication//PMID:23473981//PMID:17557805//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:11136235//PMID:18775970//PMID:15053760//PMID:19433090//PMID:15208397//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:14617075//PMID:15821875//PMID:12271060//PMID:8672888//PMID:22249996//PMID:17237352//PMID:10677434//PMID:23125348//PMID:16489132//PMID:22644767//PMID:8193299//PMID:20457455//PMID:12384577//PMID:17545222//PMID:23216753//PMID:12126705//PMID:16387852//PMID:17419845//PMID:11080303//PMID:19895401//PMID:18467451//PMID:25502410//PMID:27481288//PMID:23568509//PMID:16094442//PMID:20511296//PMID:22080602//PMID:19276109//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:18359840//PMID:20351290//PMID:15185374//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:15100399//PMID:9112784//PMID:19704584//PMID:15923334//PMID:21669202//PMID:12297632//PMID:10987549//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:21502189||TO//seed coat color//flower color//seed dormancy||Reaction//NARINGENIN-CHALCONE-SYNTHASE-...
587307	TRIAE_CS42_2DL_TGACv1_157957_AA0503430	CHS	2D	37116	4565	2.45	yes		Path//flavonoid biosynthesis//flavonoid biosynthesis (in eq...||Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1//FLS3||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation//embryo development ending in ...||Publication//PMID:23473981//PMID:17557805//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:11136235//PMID:18775970//PMID:15053760//PMID:19433090//PMID:15208397//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:14617075//PMID:15821875//PMID:12271060//PMID:8672888//PMID:22249996//PMID:17237352//PMID:10677434//PMID:23125348//PMID:16489132//PMID:22644767//PMID:8193299//PMID:20457455//PMID:12384577//PMID:17545222//PMID:23216753//PMID:12126705//PMID:16387852//PMID:17419845//PMID:11080303//PMID:19895401//PMID:18467451//PMID:25502410//PMID:27481288//PMID:23568509//PMID:16094442//PMID:20511296//PMID:22080602//PMID:19276109//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:18359840//PMID:20351290//PMID:15185374//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:15100399//PMID:9112784//PMID:19704584//PMID:15923334//PMID:21669202//PMID:12297632//PMID:10987549//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:21502189||TO//seed coat color//flower color//seed dormancy||Reaction//NARINGENIN-CHALCONE-SYNTHASE-...
61711	TRIAE_CS42_2AL_TGACv1_096242_AA0318150	CHS	2A	18316	4565	2.44	yes		Path//flavonoid biosynthesis//flavonoid biosynthesis (in eq...||Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1//FLS3||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation//embryo development ending in ...||Publication//PMID:23473981//PMID:17557805//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:11136235//PMID:18775970//PMID:15053760//PMID:19433090//PMID:15208397//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:14617075//PMID:15821875//PMID:12271060//PMID:8672888//PMID:22249996//PMID:17237352//PMID:10677434//PMID:23125348//PMID:16489132//PMID:22644767//PMID:8193299//PMID:20457455//PMID:12384577//PMID:17545222//PMID:23216753//PMID:12126705//PMID:16387852//PMID:17419845//PMID:11080303//PMID:19895401//PMID:18467451//PMID:25502410//PMID:27481288//PMID:23568509//PMID:16094442//PMID:20511296//PMID:22080602//PMID:19276109//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:18359840//PMID:20351290//PMID:15185374//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:15100399//PMID:9112784//PMID:19704584//PMID:15923334//PMID:21669202//PMID:12297632//PMID:10987549//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:21502189||TO//seed coat color//flower color//seed dormancy||Reaction//NARINGENIN-CHALCONE-SYNTHASE-...
578396	TRIAE_CS42_3AL_TGACV1_196609_AA0661910	DFRA	3A	25509	4565	2.04	yes		Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation||Publication//PMID:23473981//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:18775970//PMID:19433090//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:15821875//PMID:12271060//PMID:1538691//PMID:22249996//PMID:23125348//PMID:16489132//PMID:22644767//PMID:1720864//PMID:8193299//PMID:20457455//PMID:12384577//PMID:23216753//PMID:12126705//PMID:16387852//PMID:19895401//PMID:18467451//PMID:25502410//PMID:23568509//PMID:20511296//PMID:22080602//PMID:8507822//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:20351290//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:9112784//PMID:19704584//PMID:12667486//PMID:15923334//PMID:21669202//PMID:12297632//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:2491667//PMID:21502189||TO//seed coat color//flower color//seed dormancy
93969	TRIAE_CS42_3DL_TGACV1_249124_AA0838510	DFRA	3D	38638	4565	2.04	yes		Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation||Publication//PMID:23473981//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:18775970//PMID:19433090//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:15821875//PMID:12271060//PMID:1538691//PMID:22249996//PMID:23125348//PMID:16489132//PMID:22644767//PMID:1720864//PMID:8193299//PMID:20457455//PMID:12384577//PMID:23216753//PMID:12126705//PMID:16387852//PMID:19895401//PMID:18467451//PMID:25502410//PMID:23568509//PMID:20511296//PMID:22080602//PMID:8507822//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:20351290//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:9112784//PMID:19704584//PMID:12667486//PMID:15923334//PMID:21669202//PMID:12297632//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:2491667//PMID:21502189||TO//seed coat color//flower color//seed dormancy
92540	TRIAE_CS42_3B_TGACV1_223709_AA0785910	DFRA	3B	20784	4565	2.04	yes		Phenotype//PALE YELLOW SEEDS, NO FLAVONO...||MolFunc//flavonone 4-reductase//CHS//flavonol synthase activity||Gene//FLS5//FLS1||BioProc//flavonol biosynthetic process//response to karrikin//flavonoid formation||Publication//PMID:23473981//PMID:21849042//PMID:18998159//PMID:21427279//PMID:16384906//PMID:18775970//PMID:19433090//PMID:24118612//PMID:17307923//PMID:11489181//PMID:11402184//PMID:15821875//PMID:12271060//PMID:1538691//PMID:22249996//PMID:23125348//PMID:16489132//PMID:22644767//PMID:1720864//PMID:8193299//PMID:20457455//PMID:12384577//PMID:23216753//PMID:12126705//PMID:16387852//PMID:19895401//PMID:18467451//PMID:25502410//PMID:23568509//PMID:20511296//PMID:22080602//PMID:8507822//PMID:20059741//PMID:21424580//PMID:8528278//PMID:19228327//PMID:17719613//PMID:19347568//PMID:17629496//PMID:19129166//PMID:20351290//PMID:19825611//PMID:10536025//PMID:10394944//PMID:10504561//PMID:11903972//PMID:9112784//PMID:19704584//PMID:12667486//PMID:15923334//PMID:21669202//PMID:12297632//PMID:18726614//PMID:11553733//PMID:22947320//PMID:15817473//PMID:2491667//PMID:21502189||TO//seed coat color//flower color//seed dormancy
